orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,periodid,periodname,periodcode,perioddescription,EPI - DPT-HepB-HIB 1 doses given <1 year,EPI - DPT-HepB-HIB 3 doses given <1 year,105-EP11. Yellow Fever,EPI - MR 1 doses given <1 year,EPI - Measles 2 (MR2) doses_1-4 yrs,HMIS 105Bc: CL 29: Rota Virus 3,EPI - HPV1 doses given
MOH - Uganda,North Central,Buikwe District,x75Yh65MaUa,Buikwe District,,,202401,January 2024,202401,,1865.0,1663.0,,1628.0,299.0,247.0,90
MOH - Uganda,North Central,Buikwe District,x75Yh65MaUa,Buikwe District,,,202402,February 2024,202402,,1635.0,1519.0,,1382.0,249.0,35.0,254
MOH - Uganda,North Central,Buikwe District,x75Yh65MaUa,Buikwe District,,,202403,March 2024,202403,,1591.0,1623.0,,1387.0,297.0,46.0,757
MOH - Uganda,North Central,Buikwe District,x75Yh65MaUa,Buikwe District,,,202404,April 2024,202404,,1838.0,1649.0,,1661.0,383.0,108.0,2140
MOH - Uganda,North Central,Buikwe District,x75Yh65MaUa,Buikwe District,,,202405,May 2024,202405,,1715.0,1566.0,,1455.0,250.0,131.0,262
MOH - Uganda,North Central,Buikwe District,x75Yh65MaUa,Buikwe District,,,202406,June 2024,202406,,1651.0,1452.0,,1433.0,277.0,270.0,422
MOH - Uganda,North Central,Buikwe District,x75Yh65MaUa,Buikwe District,,,202407,July 2024,202407,,1815.0,1618.0,,1493.0,271.0,565.0,1174
MOH - Uganda,North Central,Buikwe District,x75Yh65MaUa,Buikwe District,,,202408,August 2024,202408,,1633.0,1407.0,0.0,1400.0,353.0,531.0,321
MOH - Uganda,North Central,Buvuma District,aZLZPPjqft0,Buvuma District,,,202401,January 2024,202401,,386.0,289.0,0.0,259.0,33.0,0.0,0
MOH - Uganda,North Central,Buvuma District,aZLZPPjqft0,Buvuma District,,,202402,February 2024,202402,,490.0,431.0,0.0,374.0,151.0,0.0,76
MOH - Uganda,North Central,Buvuma District,aZLZPPjqft0,Buvuma District,,,202403,March 2024,202403,,522.0,479.0,0.0,438.0,109.0,13.0,25
MOH - Uganda,North Central,Buvuma District,aZLZPPjqft0,Buvuma District,,,202404,April 2024,202404,,354.0,317.0,0.0,196.0,49.0,21.0,160
MOH - Uganda,North Central,Buvuma District,aZLZPPjqft0,Buvuma District,,,202405,May 2024,202405,,594.0,551.0,0.0,500.0,79.0,83.0,284
MOH - Uganda,North Central,Buvuma District,aZLZPPjqft0,Buvuma District,,,202406,June 2024,202406,,430.0,338.0,0.0,296.0,104.0,237.0,82
MOH - Uganda,North Central,Buvuma District,aZLZPPjqft0,Buvuma District,,,202407,July 2024,202407,,444.0,407.0,,563.0,113.0,104.0,130
MOH - Uganda,North Central,Buvuma District,aZLZPPjqft0,Buvuma District,,,202408,August 2024,202408,,424.0,395.0,,373.0,99.0,149.0,64
MOH - Uganda,North Central,Kassanda District,Pvl4FVXO0RD,Kassanda District,,,202401,January 2024,202401,,1522.0,1204.0,0.0,1233.0,226.0,80.0,5
MOH - Uganda,North Central,Kassanda District,Pvl4FVXO0RD,Kassanda District,,,202402,February 2024,202402,,1337.0,1230.0,58.0,1235.0,146.0,14.0,0
MOH - Uganda,North Central,Kassanda District,Pvl4FVXO0RD,Kassanda District,,,202403,March 2024,202403,,1379.0,1285.0,0.0,3194.0,6459.0,91.0,15
MOH - Uganda,North Central,Kassanda District,Pvl4FVXO0RD,Kassanda District,,,202404,April 2024,202404,,1211.0,1218.0,5.0,1945.0,2081.0,308.0,1605
MOH - Uganda,North Central,Kassanda District,Pvl4FVXO0RD,Kassanda District,,,202405,May 2024,202405,,1395.0,1205.0,0.0,1101.0,249.0,222.0,100
MOH - Uganda,North Central,Kassanda District,Pvl4FVXO0RD,Kassanda District,,,202406,June 2024,202406,,1198.0,1029.0,0.0,4220.0,13130.0,216.0,131
MOH - Uganda,North Central,Kassanda District,Pvl4FVXO0RD,Kassanda District,,,202407,July 2024,202407,,1275.0,1168.0,16.0,1046.0,1474.0,226.0,1441
MOH - Uganda,North Central,Kassanda District,Pvl4FVXO0RD,Kassanda District,,,202408,August 2024,202408,,1387.0,1305.0,0.0,1098.0,334.0,494.0,907
MOH - Uganda,North Central,Kayunga District,ykxQEnZGXkj,Kayunga District,,,202401,January 2024,202401,,1729.0,1574.0,0.0,1369.0,163.0,44.0,5
MOH - Uganda,North Central,Kayunga District,ykxQEnZGXkj,Kayunga District,,,202402,February 2024,202402,,1563.0,1451.0,0.0,1268.0,164.0,107.0,56
MOH - Uganda,North Central,Kayunga District,ykxQEnZGXkj,Kayunga District,,,202403,March 2024,202403,,1591.0,1492.0,0.0,1118.0,227.0,103.0,99
MOH - Uganda,North Central,Kayunga District,ykxQEnZGXkj,Kayunga District,,,202404,April 2024,202404,,1667.0,1324.0,0.0,1099.0,224.0,65.0,1500
MOH - Uganda,North Central,Kayunga District,ykxQEnZGXkj,Kayunga District,,,202405,May 2024,202405,,1709.0,1463.0,0.0,1384.0,169.0,105.0,250
MOH - Uganda,North Central,Kayunga District,ykxQEnZGXkj,Kayunga District,,,202406,June 2024,202406,,1489.0,1280.0,0.0,1308.0,172.0,229.0,273
MOH - Uganda,North Central,Kayunga District,ykxQEnZGXkj,Kayunga District,,,202407,July 2024,202407,,1802.0,1388.0,2.0,1443.0,186.0,438.0,338
MOH - Uganda,North Central,Kayunga District,ykxQEnZGXkj,Kayunga District,,,202408,August 2024,202408,,1368.0,1468.0,0.0,1113.0,196.0,404.0,262
MOH - Uganda,North Central,Kiboga District,GLHh0BXys9w,Kiboga District,,,202401,January 2024,202401,,708.0,674.0,,633.0,164.0,87.0,6
MOH - Uganda,North Central,Kiboga District,GLHh0BXys9w,Kiboga District,,,202402,February 2024,202402,,765.0,658.0,0.0,665.0,96.0,5.0,54
MOH - Uganda,North Central,Kiboga District,GLHh0BXys9w,Kiboga District,,,202403,March 2024,202403,,708.0,719.0,0.0,623.0,206.0,29.0,142
MOH - Uganda,North Central,Kiboga District,GLHh0BXys9w,Kiboga District,,,202404,April 2024,202404,,708.0,766.0,0.0,709.0,872.0,111.0,1989
MOH - Uganda,North Central,Kiboga District,GLHh0BXys9w,Kiboga District,,,202405,May 2024,202405,,756.0,701.0,0.0,730.0,665.0,179.0,0
MOH - Uganda,North Central,Kiboga District,GLHh0BXys9w,Kiboga District,,,202406,June 2024,202406,,704.0,632.0,0.0,683.0,3102.0,5.0,81
MOH - Uganda,North Central,Kiboga District,GLHh0BXys9w,Kiboga District,,,202407,July 2024,202407,,727.0,685.0,0.0,628.0,262.0,190.0,31
MOH - Uganda,North Central,Kiboga District,GLHh0BXys9w,Kiboga District,,,202408,August 2024,202408,,665.0,620.0,0.0,612.0,187.0,279.0,4
MOH - Uganda,North Central,Kyankwanzi District,IVuiLJYABw6,Kyankwanzi District,,,202401,January 2024,202401,,1000.0,767.0,,888.0,201.0,155.0,13
MOH - Uganda,North Central,Kyankwanzi District,IVuiLJYABw6,Kyankwanzi District,,,202402,February 2024,202402,,881.0,896.0,,871.0,204.0,153.0,112
MOH - Uganda,North Central,Kyankwanzi District,IVuiLJYABw6,Kyankwanzi District,,,202403,March 2024,202403,,990.0,990.0,,925.0,304.0,,144
MOH - Uganda,North Central,Kyankwanzi District,IVuiLJYABw6,Kyankwanzi District,,,202404,April 2024,202404,,1032.0,1039.0,,1043.0,698.0,344.0,2316
MOH - Uganda,North Central,Kyankwanzi District,IVuiLJYABw6,Kyankwanzi District,,,202405,May 2024,202405,,1102.0,1004.0,50.0,938.0,212.0,235.0,25
MOH - Uganda,North Central,Kyankwanzi District,IVuiLJYABw6,Kyankwanzi District,,,202406,June 2024,202406,,952.0,950.0,,945.0,381.0,593.0,
MOH - Uganda,North Central,Kyankwanzi District,IVuiLJYABw6,Kyankwanzi District,,,202407,July 2024,202407,,1003.0,1006.0,,937.0,337.0,526.0,70
MOH - Uganda,North Central,Kyankwanzi District,IVuiLJYABw6,Kyankwanzi District,,,202408,August 2024,202408,,999.0,824.0,,947.0,348.0,413.0,3
MOH - Uganda,North Central,Luwero District,tr9XWtYsL5P,Luwero District,,,202401,January 2024,202401,,2470.0,2430.0,,2272.0,408.0,171.0,30
MOH - Uganda,North Central,Luwero District,tr9XWtYsL5P,Luwero District,,,202402,February 2024,202402,,2288.0,2408.0,16.0,2159.0,596.0,31.0,53
MOH - Uganda,North Central,Luwero District,tr9XWtYsL5P,Luwero District,,,202403,March 2024,202403,,2338.0,2427.0,0.0,2018.0,506.0,46.0,60
MOH - Uganda,North Central,Luwero District,tr9XWtYsL5P,Luwero District,,,202404,April 2024,202404,,2150.0,2323.0,0.0,2028.0,766.0,635.0,2535
MOH - Uganda,North Central,Luwero District,tr9XWtYsL5P,Luwero District,,,202405,May 2024,202405,,2313.0,2227.0,0.0,2203.0,485.0,188.0,1029
MOH - Uganda,North Central,Luwero District,tr9XWtYsL5P,Luwero District,,,202406,June 2024,202406,,2301.0,2295.0,0.0,2160.0,536.0,259.0,685
MOH - Uganda,North Central,Luwero District,tr9XWtYsL5P,Luwero District,,,202407,July 2024,202407,,2313.0,2329.0,0.0,2256.0,622.0,580.0,150
MOH - Uganda,North Central,Luwero District,tr9XWtYsL5P,Luwero District,,,202408,August 2024,202408,,2262.0,2394.0,6.0,2108.0,519.0,769.0,38
MOH - Uganda,North Central,Mityana District,Q7PaNIbyZII,Mityana District,,,202401,January 2024,202401,,1339.0,1311.0,0.0,1348.0,201.0,0.0,30
MOH - Uganda,North Central,Mityana District,Q7PaNIbyZII,Mityana District,,,202402,February 2024,202402,,1215.0,1241.0,1.0,1004.0,161.0,54.0,52
MOH - Uganda,North Central,Mityana District,Q7PaNIbyZII,Mityana District,,,202403,March 2024,202403,,1279.0,1181.0,,1068.0,194.0,72.0,25
MOH - Uganda,North Central,Mityana District,Q7PaNIbyZII,Mityana District,,,202404,April 2024,202404,,1251.0,1288.0,0.0,1148.0,603.0,95.0,4095
MOH - Uganda,North Central,Mityana District,Q7PaNIbyZII,Mityana District,,,202405,May 2024,202405,,1409.0,1305.0,0.0,1165.0,250.0,29.0,5
MOH - Uganda,North Central,Mityana District,Q7PaNIbyZII,Mityana District,,,202406,June 2024,202406,,1167.0,1066.0,0.0,1001.0,321.0,254.0,5
MOH - Uganda,North Central,Mityana District,Q7PaNIbyZII,Mityana District,,,202407,July 2024,202407,,1374.0,1301.0,0.0,1286.0,511.0,385.0,2
MOH - Uganda,North Central,Mityana District,Q7PaNIbyZII,Mityana District,,,202408,August 2024,202408,,1253.0,1239.0,0.0,1114.0,397.0,351.0,0
MOH - Uganda,North Central,Mubende District,lzWuB6bCQeV,Mubende District,,,202401,January 2024,202401,,2057.0,2022.0,,1852.0,363.0,162.0,97
MOH - Uganda,North Central,Mubende District,lzWuB6bCQeV,Mubende District,,,202402,February 2024,202402,,1976.0,1960.0,0.0,1829.0,476.0,232.0,51
MOH - Uganda,North Central,Mubende District,lzWuB6bCQeV,Mubende District,,,202403,March 2024,202403,,2217.0,2205.0,0.0,2049.0,555.0,388.0,32
MOH - Uganda,North Central,Mubende District,lzWuB6bCQeV,Mubende District,,,202404,April 2024,202404,,2693.0,2517.0,,2321.0,2861.0,622.0,4105
MOH - Uganda,North Central,Mubende District,lzWuB6bCQeV,Mubende District,,,202405,May 2024,202405,,2406.0,2291.0,,2035.0,653.0,224.0,172
MOH - Uganda,North Central,Mubende District,lzWuB6bCQeV,Mubende District,,,202406,June 2024,202406,,2239.0,2215.0,0.0,1940.0,576.0,497.0,25
MOH - Uganda,North Central,Mubende District,lzWuB6bCQeV,Mubende District,,,202407,July 2024,202407,,2323.0,2213.0,0.0,1910.0,578.0,622.0,14
MOH - Uganda,North Central,Mubende District,lzWuB6bCQeV,Mubende District,,,202408,August 2024,202408,,2168.0,2181.0,0.0,1892.0,615.0,571.0,23
MOH - Uganda,North Central,Mukono District,a0DfYpC2Rwl,Mukono District,,,202401,January 2024,202401,,3257.0,2966.0,0.0,2914.0,826.0,339.0,68
MOH - Uganda,North Central,Mukono District,a0DfYpC2Rwl,Mukono District,,,202402,February 2024,202402,,2700.0,2602.0,0.0,2549.0,626.0,184.0,265
MOH - Uganda,North Central,Mukono District,a0DfYpC2Rwl,Mukono District,,,202403,March 2024,202403,,2513.0,2654.0,0.0,2183.0,803.0,162.0,285
MOH - Uganda,North Central,Mukono District,a0DfYpC2Rwl,Mukono District,,,202404,April 2024,202404,,2521.0,2506.0,0.0,2418.0,743.0,171.0,677
MOH - Uganda,North Central,Mukono District,a0DfYpC2Rwl,Mukono District,,,202405,May 2024,202405,,2975.0,2533.0,1.0,2583.0,864.0,420.0,690
MOH - Uganda,North Central,Mukono District,a0DfYpC2Rwl,Mukono District,,,202406,June 2024,202406,,2761.0,2672.0,0.0,2523.0,746.0,844.0,695
MOH - Uganda,North Central,Mukono District,a0DfYpC2Rwl,Mukono District,,,202407,July 2024,202407,,3249.0,3063.0,0.0,3068.0,923.0,1002.0,971
MOH - Uganda,North Central,Mukono District,a0DfYpC2Rwl,Mukono District,,,202408,August 2024,202408,,3044.0,2794.0,0.0,2678.0,848.0,1298.0,389
MOH - Uganda,North Central,Nakaseke District,aSbgVKaeCP0,Nakaseke District,,,202401,January 2024,202401,,1223.0,965.0,0.0,987.0,299.0,0.0,17
MOH - Uganda,North Central,Nakaseke District,aSbgVKaeCP0,Nakaseke District,,,202402,February 2024,202402,,1251.0,1051.0,0.0,946.0,255.0,25.0,12
MOH - Uganda,North Central,Nakaseke District,aSbgVKaeCP0,Nakaseke District,,,202403,March 2024,202403,,1078.0,1063.0,0.0,796.0,149.0,15.0,11
MOH - Uganda,North Central,Nakaseke District,aSbgVKaeCP0,Nakaseke District,,,202404,April 2024,202404,,1298.0,1315.0,0.0,1007.0,598.0,65.0,1796
MOH - Uganda,North Central,Nakaseke District,aSbgVKaeCP0,Nakaseke District,,,202405,May 2024,202405,,1245.0,1146.0,0.0,993.0,416.0,127.0,10
MOH - Uganda,North Central,Nakaseke District,aSbgVKaeCP0,Nakaseke District,,,202406,June 2024,202406,,1180.0,1035.0,0.0,1031.0,395.0,739.0,13
MOH - Uganda,North Central,Nakaseke District,aSbgVKaeCP0,Nakaseke District,,,202407,July 2024,202407,,1215.0,1033.0,23.0,938.0,377.0,341.0,15
MOH - Uganda,North Central,Nakaseke District,aSbgVKaeCP0,Nakaseke District,,,202408,August 2024,202408,,1302.0,1203.0,0.0,942.0,379.0,407.0,19
MOH - Uganda,North Central,Nakasongola District,aUcYGQCK9ub,Nakasongola District,,,202401,January 2024,202401,,766.0,594.0,0.0,624.0,92.0,,4
MOH - Uganda,North Central,Nakasongola District,aUcYGQCK9ub,Nakasongola District,,,202402,February 2024,202402,,678.0,629.0,0.0,561.0,140.0,5.0,4
MOH - Uganda,North Central,Nakasongola District,aUcYGQCK9ub,Nakasongola District,,,202403,March 2024,202403,,597.0,510.0,0.0,550.0,121.0,7.0,25
MOH - Uganda,North Central,Nakasongola District,aUcYGQCK9ub,Nakasongola District,,,202404,April 2024,202404,,739.0,681.0,0.0,673.0,615.0,41.0,1907
MOH - Uganda,North Central,Nakasongola District,aUcYGQCK9ub,Nakasongola District,,,202405,May 2024,202405,,920.0,708.0,0.0,655.0,86.0,44.0,23
MOH - Uganda,North Central,Nakasongola District,aUcYGQCK9ub,Nakasongola District,,,202406,June 2024,202406,,796.0,673.0,0.0,694.0,101.0,76.0,0
MOH - Uganda,North Central,Nakasongola District,aUcYGQCK9ub,Nakasongola District,,,202407,July 2024,202407,,824.0,774.0,0.0,632.0,194.0,253.0,0
MOH - Uganda,North Central,Nakasongola District,aUcYGQCK9ub,Nakasongola District,,,202408,August 2024,202408,,708.0,659.0,0.0,579.0,111.0,291.0,14
MOH - Uganda,South Central,Bukomansimbi District,Ame30QOwuX6,Bukomansimbi District,,,202401,January 2024,202401,,627.0,493.0,0.0,439.0,84.0,0.0,1
MOH - Uganda,South Central,Bukomansimbi District,Ame30QOwuX6,Bukomansimbi District,,,202402,February 2024,202402,,592.0,483.0,0.0,397.0,109.0,0.0,0
MOH - Uganda,South Central,Bukomansimbi District,Ame30QOwuX6,Bukomansimbi District,,,202403,March 2024,202403,,642.0,596.0,0.0,437.0,105.0,0.0,0
MOH - Uganda,South Central,Bukomansimbi District,Ame30QOwuX6,Bukomansimbi District,,,202404,April 2024,202404,,700.0,635.0,0.0,450.0,161.0,13.0,771
MOH - Uganda,South Central,Bukomansimbi District,Ame30QOwuX6,Bukomansimbi District,,,202405,May 2024,202405,,697.0,630.0,0.0,444.0,105.0,0.0,111
MOH - Uganda,South Central,Bukomansimbi District,Ame30QOwuX6,Bukomansimbi District,,,202406,June 2024,202406,,564.0,613.0,0.0,453.0,107.0,78.0,22
MOH - Uganda,South Central,Bukomansimbi District,Ame30QOwuX6,Bukomansimbi District,,,202407,July 2024,202407,,621.0,566.0,0.0,463.0,73.0,28.0,35
MOH - Uganda,South Central,Bukomansimbi District,Ame30QOwuX6,Bukomansimbi District,,,202408,August 2024,202408,,620.0,659.0,0.0,599.0,100.0,126.0,2
MOH - Uganda,South Central,Butambala District,a3LMKP8z8Xj,Butambala District,,,202401,January 2024,202401,,480.0,370.0,,401.0,57.0,31.0,0
MOH - Uganda,South Central,Butambala District,a3LMKP8z8Xj,Butambala District,,,202402,February 2024,202402,,462.0,445.0,,396.0,96.0,0.0,136
MOH - Uganda,South Central,Butambala District,a3LMKP8z8Xj,Butambala District,,,202403,March 2024,202403,,436.0,404.0,,664.0,70.0,20.0,80
MOH - Uganda,South Central,Butambala District,a3LMKP8z8Xj,Butambala District,,,202404,April 2024,202404,,455.0,427.0,1.0,342.0,81.0,0.0,1563
MOH - Uganda,South Central,Butambala District,a3LMKP8z8Xj,Butambala District,,,202405,May 2024,202405,,465.0,408.0,1.0,330.0,112.0,7.0,58
MOH - Uganda,South Central,Butambala District,a3LMKP8z8Xj,Butambala District,,,202406,June 2024,202406,,424.0,387.0,,320.0,80.0,55.0,50
MOH - Uganda,South Central,Butambala District,a3LMKP8z8Xj,Butambala District,,,202407,July 2024,202407,,470.0,434.0,,400.0,127.0,100.0,43
MOH - Uganda,South Central,Butambala District,a3LMKP8z8Xj,Butambala District,,,202408,August 2024,202408,,465.0,375.0,,328.0,129.0,192.0,38
MOH - Uganda,South Central,Gomba District,lQj3yMM1lI7,Gomba District,,,202401,January 2024,202401,,699.0,573.0,,577.0,134.0,0.0,6
MOH - Uganda,South Central,Gomba District,lQj3yMM1lI7,Gomba District,,,202402,February 2024,202402,,724.0,609.0,,573.0,114.0,0.0,5
MOH - Uganda,South Central,Gomba District,lQj3yMM1lI7,Gomba District,,,202403,March 2024,202403,,661.0,588.0,,583.0,157.0,7.0,3
MOH - Uganda,South Central,Gomba District,lQj3yMM1lI7,Gomba District,,,202404,April 2024,202404,,725.0,669.0,,827.0,1156.0,14.0,3669
MOH - Uganda,South Central,Gomba District,lQj3yMM1lI7,Gomba District,,,202405,May 2024,202405,,651.0,645.0,,528.0,179.0,88.0,10
MOH - Uganda,South Central,Gomba District,lQj3yMM1lI7,Gomba District,,,202406,June 2024,202406,,620.0,586.0,,562.0,155.0,161.0,
MOH - Uganda,South Central,Gomba District,lQj3yMM1lI7,Gomba District,,,202407,July 2024,202407,,634.0,618.0,,591.0,187.0,245.0,3
MOH - Uganda,South Central,Gomba District,lQj3yMM1lI7,Gomba District,,,202408,August 2024,202408,,643.0,613.0,,515.0,148.0,355.0,5
MOH - Uganda,South Central,Kalangala District,JrHILmtK0OU,Kalangala District,,,202401,January 2024,202401,,199.0,229.0,0.0,168.0,23.0,23.0,0
MOH - Uganda,South Central,Kalangala District,JrHILmtK0OU,Kalangala District,,,202402,February 2024,202402,,212.0,214.0,0.0,188.0,56.0,0.0,0
MOH - Uganda,South Central,Kalangala District,JrHILmtK0OU,Kalangala District,,,202403,March 2024,202403,,177.0,162.0,0.0,133.0,27.0,0.0,0
MOH - Uganda,South Central,Kalangala District,JrHILmtK0OU,Kalangala District,,,202404,April 2024,202404,,163.0,168.0,0.0,154.0,43.0,18.0,424
MOH - Uganda,South Central,Kalangala District,JrHILmtK0OU,Kalangala District,,,202405,May 2024,202405,,206.0,221.0,0.0,167.0,122.0,17.0,0
MOH - Uganda,South Central,Kalangala District,JrHILmtK0OU,Kalangala District,,,202406,June 2024,202406,,183.0,186.0,0.0,177.0,96.0,45.0,0
MOH - Uganda,South Central,Kalangala District,JrHILmtK0OU,Kalangala District,,,202407,July 2024,202407,,240.0,244.0,0.0,224.0,205.0,36.0,7
